geoid,index,latitude,longitude,area_in_m,confidence,geometry,plus_code,taxable,tax
34568,34568,5.75980258,-0.21661073,106.7412,0.8743,"POLYGON ((-0.216597733588745 5.75973731791445, -0.216677176906703 5.75980245597657, -0.216623727495366 5.75986785101343, -0.216544284181458 5.75980271294258, -0.216597733588745 5.75973731791445))",6CQXQQ5M+W9C3,1,0
211763,211763,5.76042748,-0.22507376,91.9365,0.8075,"POLYGON ((-0.225066012863297 5.76036680325594, -0.225134391554997 5.7604201040881, -0.225081502173138 5.76048817062535, -0.225013123483353 5.76043486978665, -0.225066012863297 5.76036680325594))",6CQXQQ6F+5XF4,1,0
158510,158510,5.76069379,-0.22437667,27.2359,0.834,"POLYGON ((-0.224358528435089 5.76066583232972, -0.224405923713935 5.76067788482511, -0.224394799544574 5.760721768571, -0.224347404263316 5.76070971607319, -0.224358528435089 5.76066583232972))",6CQXQQ6G+76HQ,1,0
19112,19112,5.76083836,-0.22507001,28.9687,0.6673,"POLYGON ((-0.225061479867215 5.76080513387323, -0.225103689072778 5.76083182105024, -0.225078536801749 5.76087172900611, -0.225036249931507 5.76084463167587, -0.225061479867215 5.76080513387323))",6CQXQQ6F+8XMH,1,0
93652,93652,5.76168449,-0.22466754,45.8997,0.7244,"POLYGON ((-0.224659681720283 5.76164197848968, -0.224710144130119 5.76167753917141, -0.224675402762367 5.7617269954287, -0.224624940353137 5.76169143474302, -0.224659681720283 5.76164197848968))",6CQXQQ6G+M4G8,1,0
163188,163188,5.76169715,-0.2257275,128.1367,0.8553,"POLYGON ((-0.225746994497396 5.76162980827178, -0.225803958470153 5.76168039613765, -0.225726790336198 5.76176756638292, -0.22564569311431 5.76169554653546, -0.225677457004728 5.76165966559056, -0.225701590260354 5.76168109756259, -0.225746994497396 5.76162980827178))",6CQXQQ6F+MPCW,1,0
76047,76047,5.76209901,-0.21857009,56.6398,0.8717,"POLYGON ((-0.218563046337218 5.76204223770134, -0.21860502426308 5.76205375154396, -0.218577127951519 5.76215578045328, -0.218535150020303 5.76214426660526, -0.218563046337218 5.76204223770134))",6CQXQQ6J+RHMX,1,0
138856,138856,5.76247189,-0.21939711,29.1325,0.7771,"POLYGON ((-0.219426714823549 5.76245427089064, -0.219412110058005 5.76250295365003, -0.219367493932619 5.76248952641628, -0.219382098700626 5.7624408436596, -0.219426714823549 5.76245427089064))",6CQXQQ6J+X6QV,1,0
210199,210199,5.76264805,-0.22470091,316.2956,0.944,"POLYGON ((-0.224690083799163 5.76254326462736, -0.224838894413587 5.76264179388673, -0.224836176811317 5.76264591134926, -0.224807308504607 5.76262679730773, -0.22471889467187 5.76276075380451, -0.224598952365202 5.76268133855902, -0.224632653154174 5.76263027824987, -0.224610764307007 5.76261578537854, -0.224647322561181 5.76256039568683, -0.224669211408631 5.76257488855601, -0.224690083799163 5.76254326462736))",6CQXQQ7G+343W,1,0
195052,195052,5.76307611,-0.22432524,31.569,0.8371,"POLYGON ((-0.224316125470224 5.7630409569806, -0.224361486142951 5.76307515744954, -0.22433434601489 5.76311126795632, -0.224288985342386 5.76307706748498, -0.224316125470224 5.7630409569806))",6CQXQQ7G+67M4,1,0
239325,239325,5.76366705,-0.22143628,22.2045,0.6812,"POLYGON ((-0.221459041165446 5.76364396015347, -0.22144443314678 5.76369843906322, -0.221413530488201 5.76369012655316, -0.221428138508926 5.76363564764528, -0.221459041165446 5.76364396015347))",6CQXQQ7H+FC8J,1,0
15094,15094,5.7640061,-0.2248431,120.5562,0.7441,"POLYGON ((-0.224848428218322 5.76393540293606, -0.224913168580284 5.763995989648, -0.224837776073684 5.76407680590246, -0.224773035717469 5.7640162191803, -0.224848428218322 5.76393540293606))",6CQXQQ7G+J336,1,0
117265,117265,5.76468987,-0.22393422,83.5851,0.8511,"POLYGON ((-0.223928475348187 5.76463133453081, -0.22399274224454 5.76469481188935, -0.223939968972074 5.764748410591, -0.22387570207969 5.76468493322495, -0.223928475348187 5.76463133453081))",6CQXQQ7G+VCGC,1,0
39567,39567,5.76517388,-0.22409314,347.6135,0.9445,"POLYGON ((-0.224070151021332 5.76505349326324, -0.224210576172849 5.76516790895342, -0.224108236114159 5.76529391052045, -0.223986974699691 5.76519510903971, -0.224016202732261 5.76515912335971, -0.223997039008778 5.7651435091221, -0.224070151021332 5.76505349326324))",6CQXQQ8G+397R,1,0
60472,60472,5.7599121,-0.22917213,145.0786,0.8921,"POLYGON ((-0.229171025826538 5.75983451694727, -0.229247908947719 5.75989598404718, -0.229173239588779 5.75998967762826, -0.229096356472936 5.75992821051596, -0.229171025826538 5.75983451694727))",6CQXQQ5C+X88F,1,0
109564,109564,5.76202013,-0.22686938,111.3207,0.9248,"POLYGON ((-0.226888060312651 5.76195465849397, -0.226937222601517 5.76202457330452, -0.226850706448222 5.76208560226036, -0.226801544171919 5.76201568744524, -0.226888060312651 5.76195465849397))",6CQXQQ6F+R72R,1,0
43438,43438,5.7621959,-0.22723689,140.5389,0.8419,"POLYGON ((-0.227210005771982 5.76211662572865, -0.227317023266577 5.7622197090147, -0.227263772997146 5.76227516698131, -0.22715675551125 5.7621720836849, -0.227210005771982 5.76211662572865))",6CQXQQ6F+V4CV,1,0
102113,102113,5.7497086,-0.23907481,318.4235,0.8962,"POLYGON ((-0.239047295996584 5.74959058696108, -0.239167435047473 5.74963622385097, -0.239145425028221 5.74969435162952, -0.239122322699636 5.7496855758126, -0.239107547544488 5.74972459652431, -0.239160290852985 5.74974463197793, -0.239134929417869 5.74981161070637, -0.239066110509677 5.74978546865363, -0.239057566686583 5.74980803260262, -0.238976605543739 5.74977727809852, -0.239047295996584 5.74959058696108))",6CQXPQX6+V9M8,1,0
171803,171803,5.75348399,-0.23267593,396.0968,0.9192,"POLYGON ((-0.232716887498776 5.75336456195189, -0.232808855312523 5.75346026972103, -0.232653568788444 5.75360996615426, -0.232543365220941 5.75349528099306, -0.232640972875205 5.75340118709204, -0.232659208657828 5.75342016445707, -0.232716887498776 5.75336456195189))",6CQXQQ38+9WW7,1,0
28982,28982,5.75386453,-0.2299456,12.0092,0.7099,"POLYGON ((-0.229960675331479 5.75384680930758, -0.229955061455308 5.75388580226236, -0.229930536249666 5.75388226002223, -0.229936150127307 5.75384326706844, -0.229960675331479 5.75384680930758))",6CQXQQ3C+G2VG,1,0
113751,113751,5.75159849,-0.22788806,24.1078,0.6841,"POLYGON ((-0.227868226412503 5.75157398460038, -0.227915525078057 5.75158304154099, -0.227907895856122 5.75162301205345, -0.227860597187961 5.75161395511063, -0.227868226412503 5.75157398460038))",6CQXQQ2C+JRQW,1,0
128782,128782,5.75829145,-0.2250452,64.8858,0.9007,"POLYGON ((-0.225022512450966 5.75824410215268, -0.225083921760973 5.75825603790326, -0.225067884842911 5.75833881060139, -0.225006475525942 5.75832687484498, -0.225022512450966 5.75824410215268))",6CQXQQ5F+8X8P,1,0
18218,18218,5.75844267,-0.22434944,12.1261,0.7238,"POLYGON ((-0.224358250822367 5.7584222440323, -0.224370510515989 5.75844978298987, -0.224340653330539 5.75846311704961, -0.224328393638936 5.75843557809188, -0.224358250822367 5.7584222440323))",6CQXQQ5G+97CQ,1,0
8313,8313,5.75858026,-0.22488775,90.1319,0.8562,"POLYGON ((-0.224887487624463 5.75851405953835, -0.22494324426588 5.75861607831262, -0.224887942434725 5.75864639886951, -0.22483227340781 5.75854454038025, -0.224887487624463 5.75851405953835))",6CQXQQ5G+C2Q8,1,0
228417,228417,5.75862768,-0.22407269,66.7832,0.7963,"POLYGON ((-0.224051803095237 5.7585789096994, -0.224125143876917 5.75862019998492, -0.224093577243586 5.75867644798476, -0.224020236461081 5.75863515769297, -0.224051803095237 5.7585789096994))",6CQXQQ5G+F934,1,0
90868,90868,5.75907384,-0.22470405,92.4211,0.783,"POLYGON ((-0.224713768789576 5.75899415767386, -0.224766475368608 5.75907369595287, -0.224671130984243 5.75913707769272, -0.224639238753544 5.75908835717722, -0.224715572114341 5.75903656553344, -0.22469549861771 5.75900615532774, -0.224713768789576 5.75899415767386))",6CQXQQ5G+J4FV,1,0
176575,176575,5.75928914,-0.22439054,80.4728,0.8061,"POLYGON ((-0.224371124162282 5.7592323581373, -0.224455526221705 5.75930662241911, -0.224421518198839 5.75934539588026, -0.224366252596437 5.75929676838729, -0.22435373501196 5.7593112260806, -0.224324506449819 5.75928550823981, -0.224371124162282 5.7592323581373))",6CQXQQ5G+P69G,1,0
163230,163230,5.75946105,-0.22452515,15.7272,0.8029,"POLYGON ((-0.22453176334417 5.75943661734513, -0.224549551995121 5.75946759234699, -0.224518539648964 5.7594854591204, -0.22450075100005 5.75945448411793, -0.22453176334417 5.75943661734513))",6CQXQQ5G+Q5QC,1,0
122703,122703,5.75970027,-0.22523259,26.3047,0.7069,"POLYGON ((-0.225195716637839 5.75967763391463, -0.225215217458356 5.75966060724434, -0.225269443677123 5.75972291067762, -0.22524994285427 5.75973993734946, -0.225195716637839 5.75967763391463))",6CQXQQ5F+VWJ4,1,0
93488,93488,5.75974364,-0.2266537,75.4874,0.771,"POLYGON ((-0.22666915128234 5.75969035137107, -0.226707763888311 5.75975578703436, -0.226638265387932 5.75979692751834, -0.226599652791924 5.75973149185279, -0.22666915128234 5.75969035137107))",6CQXQQ5F+V8XJ,1,0
213970,213970,5.76013947,-0.22297197,59.6109,0.8618,"POLYGON ((-0.222962422970035 5.76009025584592, -0.223016931346373 5.76011742371652, -0.222981530229824 5.76018867676065, -0.222927021851668 5.76016150888426, -0.222962422970035 5.76009025584592))",6CQXQQ6G+3R2H,1,0
205296,205296,5.76051329,-0.22735999,25.0918,0.7012,"POLYGON ((-0.227375828811538 5.76048478544462, -0.22739174060168 5.76052052835173, -0.227344139270708 5.76054178654936, -0.227328227485009 5.76050604364399, -0.227375828811538 5.76048478544462))",6CQXQQ6F+632F,1,0
253095,253095,5.75454225,-0.23022979,8.3263,0.6922,"POLYGON ((-0.230233827543106 5.75452282815431, -0.230248548599155 5.75453587991716, -0.230225766683442 5.75456165781645, -0.230211045627675 5.75454860605308, -0.230233827543106 5.75452282815431))",6CQXQQ39+RW6P,1,0
162085,162085,5.75554303,-0.23177848,120.1396,0.8417,"POLYGON ((-0.231749464864067 5.75547680317217, -0.231850591572211 5.75553932785996, -0.231807495926645 5.75560925305319, -0.231706369218184 5.75554672835426, -0.231749464864067 5.75547680317217))",6CQXQQ49+679J,1,0
196888,196888,5.75615477,-0.23281626,257.7938,0.9039,"POLYGON ((-0.23280489424867 5.75605030984427, -0.232914877352867 5.75615430419725, -0.232852202030338 5.75622080054344, -0.232870308739718 5.75623792131418, -0.232842590119067 5.75626732980112, -0.232714500320817 5.75614621465843, -0.23280489424867 5.75605030984427))",6CQXQQ48+FV75,1,0
179392,179392,5.75708728,-0.22920894,45.8146,0.728,"POLYGON ((-0.229158476501749 5.75708354390209, -0.229176952169546 5.75704801037003, -0.229259398714834 5.75709101524844, -0.22924092304852 5.75712654878438, -0.229158476501749 5.75708354390209))",6CQXQQ4C+R8MF,1,0
119839,119839,5.75915835,-0.22848611,19.0038,0.7227,"POLYGON ((-0.228496300087004 5.75913233786206, -0.228513190323978 5.75916503865659, -0.228475924047669 5.75918434827738, -0.228459033813104 5.75915164748263, -0.228496300087004 5.75913233786206))",6CQXQQ5C+MJ67,1,0
235840,235840,5.76003069,-0.23038871,68.8538,0.6552,"POLYGON ((-0.230389742726326 5.75997572847052, -0.230439992638868 5.76001112622586, -0.230387663915418 5.76008564722784, -0.230337414004658 5.76005024946707, -0.230389742726326 5.75997572847052))",6CQXQQ69+2R98,1,0
218997,218997,5.76093866,-0.22954449,121.2797,0.6667,"POLYGON ((-0.2295482 5.7608638, -0.2295842 5.7608979, -0.2295723 5.7609106, -0.2296103 5.7609465, -0.2295497 5.7610107, -0.2295117 5.7609748, -0.2294757 5.7609407, -0.2295482 5.7608638))",6CQXQQ6C+95GG,1,0
223544,223544,5.7605208,-0.21790802,20.6384,0.8486,"POLYGON ((-0.217891678480484 5.76049585568168, -0.217936921698895 5.76051358832752, -0.217924358100005 5.76054574508563, -0.217879114880513 5.76052801243782, -0.217891678480484 5.76049585568168))",6CQXQQ6J+6R4X,1,0
227331,227331,5.76065128,-0.22389331,11.2651,0.7061,"POLYGON ((-0.223896383061875 5.76062990002715, -0.223913752211446 5.76065818669665, -0.223890263835985 5.76067265533742, -0.223872894687613 5.76064436866764, -0.223896383061875 5.76062990002715))",6CQXQQ6G+7C93,1,0
216969,216969,5.76081925,-0.22238831,82.6271,0.8255,"POLYGON ((-0.222403651517899 5.76075886224941, -0.22244820851389 5.76080238873843, -0.222372980413791 5.76087964257917, -0.222328423423141 5.7608361160842, -0.222403651517899 5.76075886224941))",6CQXQQ6H+82HP,1,0
127668,127668,5.76091353,-0.22526102,290.4503,0.9081,"POLYGON ((-0.225195609449679 5.76078906896586, -0.225371887507797 5.76092536186136, -0.22528024891171 5.76104426164209, -0.225217089239886 5.76099542847656, -0.225263090448033 5.76093574257493, -0.225217059004349 5.76090015244057, -0.225202646502059 5.76091885245597, -0.225171285675976 5.76089460519955, -0.225185698178678 5.76087590518547, -0.225149972070574 5.7608482828208, -0.225195609449679 5.76078906896586))",6CQXQQ6F+9V9G,1,0
9120,9120,5.76135138,-0.22445733,72.9717,0.8624,"POLYGON ((-0.224448421355556 5.76129749322427, -0.224511738102603 5.76134754981388, -0.224466249417366 5.7614052713192, -0.224402932672723 5.76135521472346, -0.224448421355556 5.76129749322427))",6CQXQQ6G+G6V3,1,0
227437,227437,5.76147431,-0.22517544,65.8376,0.7593,"POLYGON ((-0.2251478 5.7614177, -0.2251827 5.76145, -0.225234 5.7614974, -0.2252031 5.7615309, -0.2251169 5.7614513, -0.2251478 5.7614177))",6CQXQQ6F+HWPV,1,0
38232,38232,5.76147755,-0.22538844,94.8893,0.9015,"POLYGON ((-0.225378375725661 5.76141475435421, -0.225451302191873 5.76148653621714, -0.225398509199772 5.76154034131653, -0.225325582739816 5.76146855944683, -0.225378375725661 5.76141475435421))",6CQXQQ6F+HRX4,1,0
226692,226692,5.76209435,-0.22480445,71.6544,0.7329,"POLYGON ((-0.224789109425897 5.76204214544242, -0.224853143593358 5.76207019463233, -0.224819802234077 5.76214655192914, -0.224755768063134 5.76211850273214, -0.224789109425897 5.76204214544242))",6CQXQQ6G+R3PM,1,0
198839,198839,5.76236585,-0.22227277,45.3769,0.6693,"POLYGON ((-0.222251628698655 5.7623279062927, -0.222305426918442 5.76233724768932, -0.222293905563176 5.76240381102521, -0.22224010733827 5.76239446962457, -0.222251628698655 5.7623279062927))",6CQXQQ6H+W3XM,1,0
82638,82638,5.7632123,-0.22302339,17.3541,0.7808,"POLYGON ((-0.223031744205924 5.7631870563141, -0.223048294822172 5.76322148701146, -0.223015033033477 5.76323752640587, -0.222998482419782 5.76320309570826, -0.223031744205924 5.7631870563141))",6CQXQQ7G+7QQF,1,0
11277,11277,5.7632295,-0.21939239,207.6123,0.9103,"POLYGON ((-0.219336163262092 5.76314658062488, -0.219481446651521 5.76320581404431, -0.21943804281879 5.7633126091429, -0.21931240711942 5.76326138626135, -0.21933387877263 5.76320855530565, -0.219314231071106 5.76320054474749, -0.219336163262092 5.76314658062488))",6CQXQQ7J+76X3,1,0
229556,229556,5.76351461,-0.2191618,622.2891,0.9227,"POLYGON ((-0.219041670982891 5.76339560859119, -0.219142398261258 5.76342323022129, -0.219147975351682 5.76340282790822, -0.219182005366402 5.76341215968033, -0.219176428276376 5.76343256199412, -0.219326419531314 5.76347369284517, -0.219281911255611 5.76363651467496, -0.218997162652193 5.76355843036255, -0.219041670982891 5.76339560859119))",6CQXQQ7J+C84H,1,0
88323,88323,5.75087255,-0.23105094,7.3234,0.6584,"POLYGON ((-0.231040235694476 5.75085898191797, -0.231065160973627 5.75086276987081, -0.231061624414135 5.75088611571754, -0.231036699134196 5.75088232776405, -0.231040235694476 5.75085898191797))",6CQXQQ29+8HWV,1,0
232102,232102,5.75217017,-0.22989399,9.2538,0.6565,"POLYGON ((-0.229884092745658 5.75215345707004, -0.229911365035455 5.75216151836273, -0.229903889473861 5.75218689019981, -0.229876617183158 5.75217882890613, -0.229884092745658 5.75215345707004))",6CQXQQ2C+V29V,1,0
129906,129906,5.75256168,-0.23291733,77.6905,0.7966,"POLYGON ((-0.232867345929211 5.75251497651759, -0.2329116768816 5.75250125598037, -0.23293098491503 5.75256384015728, -0.232970709066232 5.7525515454347, -0.232981684791319 5.75258712163975, -0.232897629675428 5.7526131368986, -0.232867345929211 5.75251497651759))",6CQXQQ38+2RGG,1,0
179319,179319,5.75407119,-0.23077459,20.4395,0.834,"POLYGON ((-0.23076548681944 5.75404375805173, -0.230801063529421 5.75405968737599, -0.230783691579434 5.75409861027914, -0.230748114868606 5.7540826809529, -0.23076548681944 5.75404375805173))",6CQXQQ39+JMHR,1,0
83427,83427,5.75439085,-0.23014217,92.2546,0.8616,"POLYGON ((-0.230122489402309 5.75433269689696, -0.230201775855117 5.75437648059813, -0.230161848746477 5.75444901467803, -0.230082562292058 5.75440523096807, -0.230122489402309 5.75433269689696))",6CQXQQ39+QW5M,1,0
165516,165516,5.75515845,-0.23013707,70.2628,0.9034,"POLYGON ((-0.23010475653513 5.75511457101144, -0.230188016570994 5.75513926334379, -0.230169371983067 5.75520233204044, -0.23008611194149 5.75517763970134, -0.23010475653513 5.75511457101144))",6CQXQQ49+3W98,1,0
163681,163681,5.75529992,-0.23173964,132.7119,0.9229,"POLYGON ((-0.231753153444724 5.75522290622575, -0.231813907344544 5.75527582442764, -0.231726123796379 5.75537692845941, -0.231665369903258 5.75532401024737, -0.231753153444724 5.75522290622575))",6CQXQQ49+486V,1,0
142404,142404,5.75597606,-0.22868542,93.1124,0.8428,"POLYGON ((-0.228682386570705 5.75591454819328, -0.228746901924013 5.75597519587759, -0.228688453478634 5.75603757037485, -0.228623938130815 5.75597692268365, -0.228682386570705 5.75591454819328))",6CQXQQ4C+9GW2,1,0
154683,154683,5.75729718,-0.22698683,111.5181,0.8651,"POLYGON ((-0.226968296619027 5.75723195979212, -0.227054067800954 5.75728924645775, -0.227005361159792 5.75736240402368, -0.226919589978589 5.75730511734763, -0.226968296619027 5.75723195979212))",6CQXQQ4F+W66V,1,0
160263,160263,5.75759601,-0.22778853,168.5668,0.8677,"POLYGON ((-0.227781653763934 5.75750354131798, -0.227858072441403 5.75753479605741, -0.227795417456983 5.75768847770479, -0.227718998770028 5.75765722294957, -0.227781653763934 5.75750354131798))",6CQXQQ5C+2VPX,1,0
78195,78195,5.75845781,-0.22424358,27.9542,0.8267,"POLYGON ((-0.224250167069537 5.75842400556296, -0.224274105710955 5.75847366875749, -0.224236999504762 5.75849161166335, -0.224213060867296 5.75844194846849, -0.224250167069537 5.75842400556296))",6CQXQQ5G+98J6,1,0
43093,43093,5.75885367,-0.22415494,115.9484,0.8213,"POLYGON ((-0.224082128796631 5.75883423425156, -0.224152378340817 5.75877125661575, -0.224190458741812 5.75881386935847, -0.224161681813029 5.75883966743513, -0.224224946041633 5.7589104613853, -0.224183473414326 5.75894764095281, -0.224163906085927 5.75892574471513, -0.224178152310718 5.75891297319689, -0.224134455414878 5.75886407548025, -0.224120209191454 5.75887684699759, -0.224082128796631 5.75883423425156))",6CQXQQ5G+G8X2,1,0
213720,213720,5.76159683,-0.21953556,47.5354,0.8474,"POLYGON ((-0.219520499551793 5.76155229475021, -0.219567198296228 5.76156208937358, -0.219550625075912 5.7616413579281, -0.219503926326563 5.7616315633004, -0.219520499551793 5.76155229475021))",6CQXQQ6J+J5PX,1,0
212519,212519,5.76264345,-0.22132463,39.9225,0.8409,"POLYGON ((-0.221356531697302 5.76261683457099, -0.221338673202219 5.76268259079036, -0.221292720729823 5.76267007114699, -0.22131057922853 5.76260431493141, -0.221356531697302 5.76261683457099))",6CQXQQ7H+3F3P,1,0
140880,140880,5.75824677,-0.23118122,35.4004,0.7759,"POLYGON ((-0.231173363372663 5.75820956969672, -0.231218862206653 5.75824188433296, -0.231189067268171 5.75828396912994, -0.231143568434469 5.75825165449058, -0.231173363372663 5.75820956969672))",6CQXQQ59+7GWR,1,0
68629,68629,5.75851471,-0.22673129,101.9491,0.8605,"POLYGON ((-0.226668212691518 5.75847668486522, -0.226719517956722 5.75844192260596, -0.226794363487144 5.75855273826742, -0.226743058210225 5.75858750053037, -0.226668212691518 5.75847668486522))",6CQXQQ5F+C82G,1,0
196564,196564,5.75872344,-0.2276399,292.2351,0.8274,"POLYGON ((-0.227683047667583 5.75862012234337, -0.227751413841555 5.7587316915277, -0.227596752950567 5.75882676479048, -0.227528386811861 5.75871519559463, -0.227683047667583 5.75862012234337))",6CQXQQ5C+FWQW,1,0
195864,195864,5.75893425,-0.2330128,23.5679,0.7407,"POLYGON ((-0.233039962841127 5.75890278576692, -0.233007609422296 5.7589755071009, -0.232985629595808 5.75896569722863, -0.233017983015587 5.75889297589689, -0.233039962841127 5.75890278576692))",6CQXQQ58+HQH8,1,0
156184,156184,5.75895986,-0.22799226,117.5224,0.7946,"POLYGON ((-0.227976141814163 5.75887588837729, -0.228059307640058 5.75901280506534, -0.228008383014833 5.7590438361471, -0.227925217206579 5.75890691945363, -0.227976141814163 5.75887588837729))",6CQXQQ5C+HRJ6,1,0
227343,227343,5.75925488,-0.22506719,74.9108,0.8122,"POLYGON ((-0.225079933933055 5.75919919799948, -0.225123678451854 5.75924697184686, -0.225054447021808 5.75931056595575, -0.225010702508011 5.75926279210251, -0.225079933933055 5.75919919799948))",6CQXQQ5F+PX35,1,0
104841,104841,5.75930481,-0.22594618,15.9412,0.7533,"POLYGON ((-0.22593657965944 5.75928010442905, -0.225972645848942 5.75930539839003, -0.225955791416132 5.75932950730579, -0.225919725226578 5.75930421334306, -0.22593657965944 5.75928010442905))",6CQXQQ5F+PJF4,1,0
158967,158967,5.75937278,-0.22537206,32.6027,0.6871,"POLYGON ((-0.225369081831461 5.75933632304632, -0.225408542892326 5.75937438762058, -0.225375039816919 5.75940923037237, -0.225335578758072 5.7593711657958, -0.225369081831461 5.75933632304632))",6CQXQQ5F+PVRR,1,0
147374,147374,5.75975721,-0.23144358,218.6347,0.9302,"POLYGON ((-0.231468471379851 5.75965344551122, -0.231540072876297 5.75971194527041, -0.231418690078729 5.7598609858415, -0.231347088590094 5.75980248606386, -0.231468471379851 5.75965344551122))",6CQXQQ59+WC39,1,0
161117,161117,5.75976422,-0.22468152,49.7067,0.8589,"POLYGON ((-0.224671661594249 5.75971722343273, -0.224727423359804 5.75977809365868, -0.224691383857943 5.75981121361361, -0.224635622098074 5.75975034338297, -0.224671661594249 5.75971722343273))",6CQXQQ5G+W44C,1,0
183946,183946,5.75978918,-0.22558218,16.9612,0.7902,"POLYGON ((-0.225586869055102 5.75976331254375, -0.225607658634985 5.75979554750742, -0.225577479652273 5.75981507302089, -0.225556690074212 5.75978283805637, -0.225586869055102 5.75976331254375))",6CQXQQ5F+WQ7F,1,0
238552,238552,5.76003392,-0.22878345,234.9232,0.8581,"POLYGON ((-0.228806582275665 5.75993171994553, -0.228883683967414 5.76000386762527, -0.228760326218028 5.76013611494548, -0.228683224540111 5.76006396724806, -0.228806582275665 5.75993171994553))",6CQXQQ6C+2F89,1,0
63960,63960,5.76003629,-0.22530413,24.8527,0.7577,"POLYGON ((-0.225310990275807 5.7600049142071, -0.225336206541857 5.76003680655099, -0.225297276191999 5.76006768543511, -0.225272059928823 5.76003579308987, -0.225310990275807 5.7600049142071))",6CQXQQ6F+2V8F,1,0
226893,226893,5.76033464,-0.22576191,24.9978,0.7471,"POLYGON ((-0.225754908877665 5.76030328243133, -0.225793937574879 5.76033292658348, -0.22576891009284 5.7603659818523, -0.225729881396333 5.76033633769801, -0.225754908877665 5.76030328243133))",6CQXQQ6F+4MQ8,1,0
148773,148773,5.76108395,-0.22455591,13.9141,0.7708,"POLYGON ((-0.22454829013032 5.76106140044678, -0.224578799400009 5.76107751490389, -0.224563527480427 5.76110652085646, -0.224533018210322 5.76109040639797, -0.22454829013032 5.76106140044678))",6CQXQQ6G+C5P6,1,0
111430,111430,5.76171716,-0.22452155,64.9098,0.8453,"POLYGON ((-0.224492107977027 5.76166498671441, -0.224579816303936 5.76173079050969, -0.224550995950928 5.76176932641442, -0.224463287625485 5.76170352261346, -0.224492107977027 5.76166498671441))",6CQXQQ6G+M5QM,1,0
236134,236134,5.76243851,-0.22450273,37.3478,0.8585,"POLYGON ((-0.224481515879967 5.76240307926156, -0.224543872897806 5.76243565340152, -0.224523941970137 5.76247392839878, -0.224461584951267 5.76244135425539, -0.224481515879967 5.76240307926156))",6CQXQQ6G+X5HH,1,0
203516,203516,5.76274733,-0.22638514,144.4939,0.8806,"POLYGON ((-0.226372015401598 5.76267040285901, -0.226462727387536 5.76275458005913, -0.226398276032433 5.7628242550621, -0.226307564054763 5.76274007785117, -0.226372015401598 5.76267040285901))",6CQXQQ7F+3CXW,1,0
100060,100060,5.75760831,-0.2209491,13.7921,0.7367,"POLYGON ((-0.220970618252946 5.75759500261634, -0.220971152848076 5.75762072985544, -0.220927594285415 5.757621637858, -0.220927059692289 5.75759591061984, -0.220970618252946 5.75759500261634))",6CQXQQ5H+2JV8,1,0
127966,127966,5.75859322,-0.21967688,108.6484,0.8991,"POLYGON ((-0.219638649105201 5.75853884353711, -0.219731444557768 5.75855532899434, -0.219715104150794 5.7586476009806, -0.219622308686308 5.75863111551352, -0.219638649105201 5.75853884353711))",6CQXQQ5J+C4PM,1,0
190905,190905,5.75951214,-0.21825973,557.6499,0.9222,"POLYGON ((-0.218183292686784 5.75937445982258, -0.218416348433821 5.75949771888502, -0.21833616306824 5.7596498142227, -0.218103107307995 5.75952655510612, -0.218183292686784 5.75937445982258))",6CQXQQ5J+RM5G,1,0
155389,155389,5.75158778,-0.23183524,8.8625,0.7333,"POLYGON ((-0.231852070420409 5.75157833019236, -0.23184864352662 5.7516016546288, -0.231818412076201 5.75159719867529, -0.231821838971053 5.75157387423975, -0.231852070420409 5.75157833019236))",6CQXQQ29+J7MF,1,0
38022,38022,5.7529305,-0.23039648,54.695,0.8508,"POLYGON ((-0.230354329310136 5.75289219102962, -0.230453389574023 5.75292948271867, -0.230438632316724 5.75296880902199, -0.230339572049406 5.75293151732775, -0.230354329310136 5.75289219102962))",6CQXQQ39+5RH7,1,0
95797,95797,5.7529877,-0.23177823,47.8036,0.8774,"POLYGON ((-0.231794286049822 5.75294615204645, -0.231822043866142 5.75299532720723, -0.231762164239246 5.75302923569547, -0.231734406429198 5.75298006053351, -0.231794286049822 5.75294615204645))",6CQXQQ39+57XC,1,0
122274,122274,5.75417816,-0.23045881,50.8923,0.6807,"POLYGON ((-0.230449866185944 5.75413322063493, -0.230501608512771 5.75416197934639, -0.230467741397378 5.75422310771266, -0.230415999069583 5.75419434899634, -0.230449866185944 5.75413322063493))",6CQXQQ39+MRF3,1,0
178730,178730,5.75424698,-0.23081596,27.7221,0.7397,"POLYGON ((-0.230802693322358 5.7542150118343, -0.230850462538112 5.75424519941969, -0.230829207582108 5.75427894119299, -0.230781438365967 5.75424875360473, -0.230802693322358 5.7542150118343))",6CQXQQ39+MMVX,1,0
60721,60721,5.75429304,-0.22912879,53.842,0.8399,"POLYGON ((-0.229114981405634 5.75424830347437, -0.229173836504442 5.75428049598039, -0.229142605161663 5.75433777661836, -0.229083750061695 5.75430558410724, -0.229114981405634 5.75424830347437))",6CQXQQ3C+P89Q,1,0
20371,20371,5.75432795,-0.22917586,20.8331,0.7705,"POLYGON ((-0.229162502180767 5.75430206736649, -0.229201186124528 5.75431362174293, -0.22918921665219 5.75435382368959, -0.229150532706622 5.75434226931094, -0.229162502180767 5.75430206736649))",6CQXQQ3C+P8P3,1,0
