geoid,index,latitude,longitude,area_in_m,confidence,geometry,plus_code,taxable,tax
188192,188192,5.75892737,-0.21740737,441.4606,0.8503,"POLYGON ((-0.217396669818099 5.7587838695235, -0.217526393972962 5.75884676751954, -0.217418076930903 5.75907087764899, -0.217288352760678 5.75900797960955, -0.217396669818099 5.7587838695235))",6CQXQQ5M+H2G5,0,0
148473,148473,5.75941879,-0.21936326,141.9249,0.8851,"POLYGON ((-0.219315710261379 5.75935235558865, -0.219444500267382 5.75941098432005, -0.219410810551045 5.75948522620724, -0.219282020540115 5.75942659745977, -0.219315710261379 5.75935235558865))",6CQXQQ5J+Q76M,0,0
49090,49090,5.7594467,-0.2200273,26.5252,0.663,"POLYGON ((-0.220029842353086 5.75940959606199, -0.220057807401525 5.75942551175745, -0.220024741598777 5.75948379570134, -0.21999677654986 5.75946788000413, -0.220029842353086 5.75940959606199))",6CQXQQ5H+QXHR,0,0
252519,252519,5.75966812,-0.2197165,15.9019,0.6824,"POLYGON ((-0.219727183972033 5.75964503838025, -0.219739849239411 5.75967815075989, -0.219705807508736 5.75969121292294, -0.219693142243992 5.75965810054342, -0.219727183972033 5.75964503838025))",6CQXQQ5J+V47J,0,0
143756,143756,5.76176062,-0.22379814,23.9271,0.7478,"POLYGON ((-0.223765735632838 5.76175268199873, -0.223789215367705 5.76172842635922, -0.22383054863412 5.76176856442819, -0.223807068898057 5.76179282006986, -0.223765735632838 5.76175268199873))",6CQXQQ6G+PF4F,0,0
120825,120825,5.76195826,-0.22251456,29.4175,0.7304,"POLYGON ((-0.222504594044082 5.76191459206066, -0.222524151941019 5.761918222393, -0.22251974000173 5.76194206651662, -0.222538976148592 5.76194563712555, -0.222530173560483 5.76199321030334, -0.22249137951348 5.76198600935938, -0.222504594044082 5.76191459206066))",6CQXQQ6G+QXQ8,0,0
97721,97721,5.76197894,-0.21631393,6.4598,0.6567,"POLYGON ((-0.216324378158359 5.76196653710314, -0.216326760116864 5.76198885672484, -0.216303499029798 5.76199134703405, -0.216301117072004 5.76196902741272, -0.216324378158359 5.76196653710314))",6CQXQQ6M+QFV5,0,0
45738,45738,5.75752392,-0.22871909,315.0178,0.8182,"POLYGON ((-0.228864698055111 5.75747445617865, -0.228850061103544 5.75751576666632, -0.228774673995641 5.75748897063777, -0.228748125600283 5.75756389924619, -0.228793253384124 5.75757993973084, -0.228778810062948 5.75762070369182, -0.228663637508338 5.7575797660703, -0.228650158177071 5.7576178092971, -0.228599925176139 5.757599954169, -0.228647830442877 5.75746474930649, -0.228698063437518 5.75748260442524, -0.228719266191402 5.75742276303431, -0.228864698055111 5.75747445617865))",6CQXQQ5C+2G2X,0,0
53812,53812,5.75830079,-0.22485785,52.4838,0.9018,"POLYGON ((-0.224889753404128 5.75826724257217, -0.224894337209351 5.75832928688243, -0.224825949649073 5.75833435541756, -0.224821365851791 5.75827231111029, -0.224889753404128 5.75826724257217))",6CQXQQ5G+83C4,0,0
35347,35347,5.75837621,-0.22486327,70.3829,0.8331,"POLYGON ((-0.224894202718591 5.75833204227917, -0.224901276557157 5.75841443615277, -0.224832348078628 5.75842037278296, -0.224825274250603 5.75833797891309, -0.224894202718591 5.75833204227917))",6CQXQQ5G+9323,0,0
183568,183568,5.75873196,-0.22842613,72.0273,0.7164,"POLYGON ((-0.228401750235874 5.75867957517182, -0.228483720565014 5.75873561752531, -0.228450513799092 5.75878434208246, -0.228368543470652 5.7587282997227, -0.228401750235874 5.75867957517182))",6CQXQQ5C+FJW7,0,0
79753,79753,5.75892467,-0.22517154,451.9669,0.8761,"POLYGON ((-0.225199646125791 5.75879000897238, -0.225305329701876 5.75893865578005, -0.225134534559927 5.75906046284131, -0.225075100214294 5.75897686678128, -0.225090614684539 5.75896580132749, -0.225044370201976 5.75890075716758, -0.225199646125791 5.75879000897238))",6CQXQQ5F+HW8W,0,0
172476,172476,5.7590199,-0.22536699,81.618,0.8201,"POLYGON ((-0.225348330605891 5.7589649614581, -0.225424143142081 5.75901036978982, -0.225385656453547 5.75907483072187, -0.225309843917317 5.75902942238277, -0.225348330605891 5.7589649614581))",6CQXQQ5F+JV2M,0,0
187339,187339,5.75918092,-0.22754216,22.3058,0.8282,"POLYGON ((-0.227550249771147 5.75915096324937, -0.22756766513902 5.75919852464069, -0.227534061733722 5.75921086823493, -0.227516646369237 5.75916330684378, -0.227550249771147 5.75915096324937))",6CQXQQ5C+MXG8,0,0
2444,2444,5.75923343,-0.22800932,34.1151,0.747,"POLYGON ((-0.228013767837782 5.75919317138857, -0.228045716094255 5.75921579526462, -0.228004864346274 5.75927366759847, -0.227972916091223 5.7592510437198, -0.228013767837782 5.75919317138857))",6CQXQQ5C+MQX8,0,0
132175,132175,5.75928061,-0.23318147,251.5619,0.8173,"POLYGON ((-0.2331403 5.7591951, -0.2332054 5.759231, -0.233228 5.7591898, -0.2332806 5.7592189, -0.2331825 5.7593971, -0.23313 5.7593681, -0.233152 5.7593281, -0.2330869 5.7592921, -0.2331403 5.7591951))",6CQXQQ58+PP86,0,0
212658,212658,5.75945334,-0.22906715,71.8044,0.8387,"POLYGON ((-0.229041677477268 5.75940509943574, -0.229119294301269 5.75943751662409, -0.229092623498362 5.75950157803872, -0.229015006670546 5.75946916084301, -0.229041677477268 5.75940509943574))",6CQXQQ5C+Q9M5,0,0
161224,161224,5.76226383,-0.21837505,18.7451,0.6679,"POLYGON ((-0.218357825397457 5.76224037704354, -0.218403645574959 5.76225855399118, -0.218392278129927 5.76228729977942, -0.218346457951895 5.76226912282988, -0.218357825397457 5.76224037704354))",6CQXQQ6J+WJ5H,0,0
222049,222049,5.762473,-0.22252189,37.2484,0.7553,"POLYGON ((-0.22251892826678 5.76242532567201, -0.222551309645196 5.76243541057623, -0.222524839335779 5.76252067301581, -0.222492457954509 5.76251058810792, -0.22251892826678 5.76242532567201))",6CQXQQ6G+XXQV,0,0
224092,224092,5.76351766,-0.2227369,40.2282,0.8945,"POLYGON ((-0.222736126097558 5.76347591803469, -0.222775795427721 5.76350264703626, -0.222737677969888 5.76355939752816, -0.222698008640147 5.76353266852298, -0.222736126097558 5.76347591803469))",6CQXQQ7G+CW2M,0,0
43213,43213,5.76525801,-0.2198397,527.8547,0.8956,"POLYGON ((-0.21981657046249 5.76508501780609, -0.219979497757734 5.7652099487796, -0.219812780027263 5.76542805914827, -0.219707615209741 5.7653474198085, -0.219819876363774 5.76520055292329, -0.219762113901468 5.76515626124444, -0.21981657046249 5.76508501780609))",6CQXQQ8J+4336,0,0
129332,129332,5.75959292,-0.22494743,11.9856,0.6998,"POLYGON ((-0.224953941816138 5.75957174391659, -0.224969150073909 5.75959715039376, -0.224940941881856 5.75961408947743, -0.224925733625532 5.75958868300005, -0.224953941816138 5.75957174391659))",6CQXQQ5G+R2MP,0,0
199520,199520,5.75993316,-0.2275654,160.5675,0.9,"POLYGON ((-0.227568615506845 5.75985237161687, -0.227646045460852 5.75993656749558, -0.227562178485979 5.76001394027922, -0.227484748545031 5.75992974439055, -0.227568615506845 5.75985237161687))",6CQXQQ5C+XXF9,0,0
172094,172094,5.7604035,-0.224489,102.7628,0.7219,"POLYGON ((-0.2245449 5.7603517, -0.2244874 5.7604797, -0.2244331 5.7604553, -0.2244906 5.7603273, -0.2245449 5.7603517))",6CQXQQ6G+5663,0,0
167179,167179,5.76063224,-0.22533763,20.7608,0.7973,"POLYGON ((-0.225348877702066 5.76060437794207, -0.225367624431503 5.76063297359172, -0.225326387476021 5.76066009362234, -0.225307640748702 5.76063149797211, -0.225348877702066 5.76060437794207))",6CQXQQ6F+7V36,0,0
72686,72686,5.76158651,-0.2252644,11.6368,0.6999,"POLYGON ((-0.22527304836402 5.76156637473441, -0.225282742529966 5.76159849235652, -0.225255756676291 5.76160666344196, -0.225246062512152 5.76157454582009, -0.22527304836402 5.76156637473441))",6CQXQQ6F+JVQG,0,0
147125,147125,5.76172969,-0.22548886,31.8989,0.6822,"POLYGON ((-0.225481529916606 5.76169295325648, -0.225525584438907 5.76173682994821, -0.225496201936221 5.7617664251802, -0.225452147416209 5.76172254848639, -0.225481529916606 5.76169295325648))",6CQXQQ6F+MRR3,0,0
157962,157962,5.75721256,-0.23509135,27.4687,0.7567,"POLYGON ((-0.235075540849828 5.75718210000708, -0.235125205304871 5.75720714248117, -0.235107176720321 5.75724301099987, -0.235057512264435 5.75721796852315, -0.235075540849828 5.75718210000708))",6CQXQQ47+VXMC,0,0
94999,94999,5.75128896,-0.23166517,145.0465,0.7104,"POLYGON ((-0.231588929283183 5.75127256074884, -0.231655046727442 5.75120844063081, -0.231734916511201 5.75129106282945, -0.231698061142203 5.75132680484673, -0.231718630207145 5.75134808274685, -0.231689368121295 5.75137646085745, -0.231588929283183 5.75127256074884))",6CQXQQ29+G88G,0,0
196223,196223,5.7521282,-0.22737525,88.4406,0.8869,"POLYGON ((-0.227356006585481 5.75206546090969, -0.227417033326786 5.75207764672077, -0.227394482175898 5.75219094561657, -0.227333455425374 5.75217875979757, -0.227356006585481 5.75206546090969))",6CQXQQ2F+V255,0,0
191144,191144,5.75400944,-0.23424501,43.199,0.7548,"POLYGON ((-0.234227421319832 5.75396593895218, -0.234290258701093 5.75402160004969, -0.234262571215488 5.75405295731189, -0.23419973383636 5.75399729621104, -0.234227421319832 5.75396593895218))",6CQXQQ38+J826,0,0
140649,140649,5.75554318,-0.23204795,231.4282,0.8185,"POLYGON ((-0.232045 5.7554542, -0.2321456 5.7555308, -0.2320643 5.7556378, -0.2319487 5.7555497, -0.232007 5.7554729, -0.2320221 5.7554844, -0.232045 5.7554542))",6CQXQQ49+658M,0,0
103014,103014,5.75572838,-0.22662854,168.5496,0.8379,"POLYGON ((-0.226663082032217 5.75563817067077, -0.22671816147817 5.75569264727191, -0.226593994901121 5.75581858905349, -0.226538915468062 5.75576411244174, -0.226663082032217 5.75563817067077))",6CQXQQ4F+78X5,0,0
164530,164530,5.75601247,-0.2328811,160.134,0.8536,"POLYGON ((-0.2328811 5.7559317, -0.2329617 5.7560091, -0.2328811 5.7560932, -0.2328005 5.7560159, -0.2328811 5.7559317))",6CQXQQ48+CR5H,0,0
45264,45264,5.75602078,-0.22701802,106.9344,0.911,"POLYGON ((-0.226989561500937 5.75595589720336, -0.227088360661581 5.7560284402212, -0.227046475738054 5.75608566716666, -0.226947676579441 5.75601312413977, -0.226989561500937 5.75595589720336))",6CQXQQ4F+C55V,0,0
127016,127016,5.75724425,-0.22849816,11.2679,0.7409,"POLYGON ((-0.228512904521391 5.75722616870072, -0.228505374381633 5.75726645102861, -0.228483406345248 5.75726233135218, -0.228490936486081 5.7572220490253, -0.228512904521391 5.75722616870072))",6CQXQQ4C+VJRJ,0,0
97361,97361,5.75737179,-0.2302867,124.8104,0.8665,"POLYGON ((-0.230312961152305 5.75730330866835, -0.230359918994602 5.75737402827967, -0.230260451862313 5.75744028514075, -0.230213494036233 5.75736956552723, -0.230312961152305 5.75730330866835))",6CQXQQ49+WVWX,0,0
70422,70422,5.75744376,-0.22868354,41.6372,0.8052,"POLYGON ((-0.228669033199631 5.75740490791947, -0.228719266191402 5.75742276303431, -0.228698063437518 5.75748260442524, -0.228647830442877 5.75746474930649, -0.228669033199631 5.75740490791947))",6CQXQQ4C+XGGJ,0,0
93455,93455,5.74955096,-0.22916533,245.7904,0.8961,"POLYGON ((-0.229165646317274 5.74945001954978, -0.229264359959599 5.74953226134729, -0.229165012802378 5.74965188999481, -0.22906629916954 5.74956964817808, -0.229165646317274 5.74945001954978))",6CQXPQXC+R8G4,0,0
217729,217729,5.75116297,-0.2305297,62.4221,0.843,"POLYGON ((-0.230521954130853 5.7511073187249, -0.2305698231707 5.75112370309071, -0.230537439975048 5.75121861867404, -0.230489570929548 5.7512022343021, -0.230521954130853 5.7511073187249))",6CQXQQ29+FQ9C,0,0
177452,177452,5.75163235,-0.23227666,46.3841,0.8291,"POLYGON ((-0.232257740225696 5.75159304823214, -0.232317953861775 5.75161848010898, -0.232295571355582 5.7516716440496, -0.232235357717168 5.75164621216805, -0.232257740225696 5.75159304823214))",6CQXQQ29+M356,0,0
230553,230553,5.75265406,-0.22930395,15.6567,0.7463,"POLYGON ((-0.22932504353914 5.75263988620034, -0.229314283790016 5.75267728284245, -0.229282861308272 5.75266821298414, -0.229293621058682 5.75263081634348, -0.22932504353914 5.75263988620034))",6CQXQQ3C+3783,0,0
229867,229867,5.75315255,-0.23438822,39.6651,0.8737,"POLYGON ((-0.234399803016846 5.75311271784038, -0.234429538628089 5.75314963673965, -0.234376634747949 5.75319238370126, -0.234346899140679 5.7531554647998, -0.234399803016846 5.75311271784038))",6CQXQQ38+7694,0,0
156403,156403,5.75340312,-0.23169922,29.8514,0.7538,"POLYGON ((-0.231722102475509 5.75335437382062, -0.231740382244038 5.75336845385174, -0.231676337715947 5.75345186772906, -0.231658057948666 5.75343778769528, -0.231722102475509 5.75335437382062))",6CQXQQ39+9874,0,0
248647,248647,5.75360833,-0.22859902,102.1873,0.824,"POLYGON ((-0.228557015915364 5.75355892712628, -0.22865427675247 5.75357443713103, -0.228641036559534 5.75365773031148, -0.228543775710749 5.75364222029788, -0.228557015915364 5.75355892712628))",6CQXQQ3C+CHR9,0,0
47744,47744,5.75362822,-0.23137023,49.7816,0.8834,"POLYGON ((-0.231364244848107 5.75358317348158, -0.231413222086605 5.75361372774016, -0.231376204010964 5.75367325628666, -0.231327226772381 5.75364270202348, -0.231364244848107 5.75358317348158))",6CQXQQ39+FF22,0,0
251653,251653,5.75044012,-0.22588518,54.8284,0.676,"POLYGON ((-0.225849827400593 5.75040351918578, -0.225934628914791 5.75042826927108, -0.225920535786208 5.75047671195821, -0.225835734267529 5.75045196186779, -0.225849827400593 5.75040351918578))",6CQXQQ2F+5JHP,0,0
42997,42997,5.75239133,-0.22674981,25.8058,0.8088,"POLYGON ((-0.226740747224031 5.75236010306805, -0.226779769006692 5.75237881427441, -0.22675886564803 5.75242254757073, -0.226719843864486 5.75240383636188, -0.226740747224031 5.75236010306805))",6CQXQQ2F+X82J,0,0
99661,99661,5.75442983,-0.22650252,10.1994,0.7431,"POLYGON ((-0.226520687730174 5.75442064132648, -0.226512390229577 5.75444765187251, -0.226484350129703 5.75443901053058, -0.226492647631054 5.75441199998527, -0.226520687730174 5.75442064132648))",6CQXQQ3F+Q9H5,0,0
156020,156020,5.75638006,-0.22572519,41.3152,0.6996,"POLYGON ((-0.225734747771886 5.75633555134646, -0.225766837170537 5.75636180204169, -0.225715643955002 5.75642458153361, -0.225683554557547 5.75639833083549, -0.225734747771886 5.75633555134646))",6CQXQQ4F+HP29,0,0
136505,136505,5.75824579,-0.22402521,132.9191,0.8333,"POLYGON ((-0.22402923742769 5.75816888656256, -0.224096913944156 5.7582180178734, -0.224021171250237 5.75832268302576, -0.223953494736504 5.75827355170328, -0.22402923742769 5.75816888656256))",6CQXQQ5G+79XR,0,0
2947,2947,5.75884778,-0.22600332,40.1943,0.6651,"POLYGON ((-0.225961413560434 5.75881374289918, -0.22598765447197 5.75879607027162, -0.226045217982042 5.7588818146981, -0.226018977065523 5.75889948732691, -0.225961413560434 5.75881374289918))",6CQXQQ5F+GHQX,0,0
252169,252169,5.75889679,-0.22531073,16.7419,0.6837,"POLYGON ((-0.225324611494986 5.75887405341199, -0.225336415849488 5.75890373551135, -0.22529684461351 5.75891952281401, -0.225285040261573 5.75888984071468, -0.225324611494986 5.75887405341199))",6CQXQQ5F+HV4R,0,0
4498,4498,5.75893439,-0.21974982,773.81,0.9298,"POLYGON ((-0.21971725388033 5.75875419657281, -0.219907661736328 5.75884198526656, -0.21978238147043 5.75911457506289, -0.219591973583636 5.75902678629282, -0.21971725388033 5.75875419657281))",6CQXQQ5J+H4C6,0,0
15907,15907,5.75902478,-0.22467732,32.0494,0.7278,"POLYGON ((-0.224668595922139 5.75898653229817, -0.224714314357818 5.75903769206163, -0.224686041380897 5.75906303838092, -0.224640322947995 5.75901187861538, -0.224668595922139 5.75898653229817))",6CQXQQ5G+J44V,0,0
189544,189544,5.75425059,-0.22726762,19.8566,0.7428,"POLYGON ((-0.227281233096351 5.75422556971835, -0.227293781383335 5.75426180007214, -0.22725401608672 5.75427561676001, -0.22724146780336 5.75423938640623, -0.227281233096351 5.75422556971835))",6CQXQQ3F+P353,0,0
181930,181930,5.75430278,-0.23218114,186.5553,0.8759,"POLYGON ((-0.232190028403241 5.75421164159561, -0.232267318493694 5.75427218145675, -0.232172260962585 5.75439392802523, -0.232094970878761 5.75433338814885, -0.232190028403241 5.75421164159561))",6CQXQQ39+P4G2,0,0
210903,210903,5.75477459,-0.23098288,229.7026,0.872,"POLYGON ((-0.231062206353664 5.75472820217022, -0.231046984708515 5.7547638820049, -0.231066440459763 5.75477220872456, -0.231032186373922 5.75485250094923, -0.230961361457732 5.7548221891202, -0.230948027045733 5.75485344521642, -0.230891858859508 5.75482940620204, -0.230954669013304 5.75468217807019, -0.231062206353664 5.75472820217022))",6CQXQQ39+WJ2W,0,0
51122,51122,5.75533044,-0.23187246,151.3456,0.8882,"POLYGON ((-0.231868912329274 5.75525175868661, -0.231950071045179 5.75531783745557, -0.231875994197487 5.75540911037578, -0.2317948354878 5.75534303159466, -0.231868912329274 5.75525175868661))",6CQXQQ49+47J6,0,0
115062,115062,5.75556455,-0.23320773,189.7491,0.893,"POLYGON ((-0.233232618757579 5.75547718995553, -0.233298128544051 5.75555710542, -0.233182839980392 5.75565191394837, -0.233117330211047 5.75557199847279, -0.233232618757579 5.75547718995553))",6CQXQQ48+6PFF,0,0
19664,19664,5.75728146,-0.23086636,12.778,0.7412,"POLYGON ((-0.230856422825582 5.75726065037738, -0.230888753617947 5.75727607203117, -0.230876301948552 5.75730225966366, -0.230843971155771 5.75728683800851, -0.230856422825582 5.75726065037738))",6CQXQQ49+WM67,0,0
148675,148675,5.75754471,-0.2292139,79.9943,0.8772,"POLYGON ((-0.229197283908873 5.75748970613644, -0.229270820334933 5.75753744317774, -0.229230526230854 5.757599712102, -0.22915698980491 5.75755197505321, -0.229197283908873 5.75748970613644))",6CQXQQ5C+287J,0,0
207236,207236,5.75781894,-0.23057773,66.4211,0.7685,"POLYGON ((-0.2306338 5.7578282, -0.2305974 5.7578551, -0.230584 5.7578371, -0.2305505 5.7578619, -0.2305206 5.7578214, -0.2305904 5.7577696, -0.2306338 5.7578282))",6CQXQQ59+4QFP,0,0
58549,58549,5.75797888,-0.22828829,9.6047,0.7097,"POLYGON ((-0.228301908660703 5.75796385662402, -0.228298193202335 5.7579965957039, -0.228274649954597 5.75799391533524, -0.228278365414058 5.75796117625576, -0.228301908660703 5.75796385662402))",6CQXQQ5C+5MW5,0,0
184674,184674,5.75841007,-0.23163204,189.0715,0.9133,"POLYGON ((-0.231669417513121 5.75831470007082, -0.231727271258282 5.75837267478761, -0.231594654093391 5.75850543685046, -0.231536800360888 5.75844746211967, -0.231669417513121 5.75831470007082))",6CQXQQ59+989H,0,0
2412,2412,5.75918018,-0.22457334,51.0719,0.8101,"POLYGON ((-0.224585192138189 5.75913572850716, -0.224619157091421 5.75918350939379, -0.224561498277097 5.75922462652275, -0.224527533329576 5.75917684563385, -0.224585192138189 5.75913572850716))",6CQXQQ5G+M5F8,0,0
155680,155680,5.75963122,-0.22441003,58.2568,0.8109,"POLYGON ((-0.224412255339066 5.75958257437258, -0.224458615486348 5.75963318172688, -0.224407811012719 5.7596798705244, -0.224361450870974 5.7596292631667, -0.224412255339066 5.75958257437258))",6CQXQQ5G+V649,0,0
203712,203712,5.7596583,-0.22520054,15.0782,0.7165,"POLYGON ((-0.225213241572232 5.7596367107979, -0.22522431107976 5.75966613149406, -0.225187831272276 5.7596799006531, -0.225176761766805 5.75965047995671, -0.225213241572232 5.7596367107979))",6CQXQQ5F+VW78,0,0
215941,215941,5.75985356,-0.22588255,19.4492,0.8044,"POLYGON ((-0.225886213307448 5.75982563791731, -0.225910603337187 5.7598554628296, -0.22587887817086 5.75988148936164, -0.225854488142993 5.75985166444829, -0.225886213307448 5.75982563791731))",6CQXQQ5F+WJX5,0,0
78527,78527,5.75999066,-0.21793946,71.2244,0.6724,"POLYGON ((-0.217923339950176 5.75993927395584, -0.217991328226608 5.75997642047777, -0.217955584805479 5.76004204875984, -0.217887596526694 5.76000490222953, -0.217923339950176 5.75993927395584))",6CQXQQ5J+XRVQ,0,0
241984,241984,5.76014095,-0.22456838,15.0356,0.6759,"POLYGON ((-0.224555141108234 5.76011803896863, -0.224594802554889 5.76014050350393, -0.224581619369614 5.76016385261221, -0.224541957922857 5.76014138807558, -0.224555141108234 5.76011803896863))",6CQXQQ6G+353Q,0,0
134566,134566,5.7606429,-0.22523685,95.4301,0.865,"POLYGON ((-0.225262380413871 5.76057402101854, -0.225304068835981 5.76061347632116, -0.225211325583601 5.76071178014018, -0.225169637167181 5.76067232483057, -0.225262380413871 5.76057402101854))",6CQXQQ6F+7W2M,0,0
101373,101373,5.7611696,-0.21676575,145.8829,0.8834,"POLYGON ((-0.21674514566609 5.76109528342957, -0.216838566637709 5.7611445188045, -0.216786339753698 5.76124393072657, -0.216692918778326 5.76119469533753, -0.21674514566609 5.76109528342957))",6CQXQQ6M+F79M,0,0
233292,233292,5.76123735,-0.22273209,30.2284,0.6506,"POLYGON ((-0.222706391947103 5.76120927013844, -0.222769472652935 5.76123036589389, -0.222757789409783 5.76126541218336, -0.222694708701637 5.7612443164252, -0.222706391947103 5.76120927013844))",6CQXQQ6G+FWRG,0,0
35337,35337,5.76128637,-0.22351268,179.1335,0.9175,"POLYGON ((-0.223483425256958 5.76120266709409, -0.223601126461847 5.76129053616677, -0.223541941072009 5.76137006715594, -0.223424239873814 5.76128219806442, -0.223483425256958 5.76120266709409))",6CQXQQ6G+GH9G,0,0
119246,119246,5.76134566,-0.22563763,13.9125,0.732,"POLYGON ((-0.225644275454878 5.76132136248028, -0.225662273118356 5.76134064601853, -0.225630975496676 5.76136994939604, -0.225612977834134 5.76135066585701, -0.225644275454878 5.76132136248028))",6CQXQQ6F+GPQW,0,0
137348,137348,5.76165219,-0.22539914,15.4611,0.7542,"POLYGON ((-0.225406096185819 5.76162791191458, -0.225421893547512 5.76166308973514, -0.22539217783434 5.76167647657989, -0.225376380475021 5.76164129875933, -0.225406096185819 5.76162791191458))",6CQXQQ6F+MR92,0,0
111503,111503,5.7618432,-0.2249682,17.5551,0.7719,"POLYGON ((-0.224959044042239 5.76181447689679, -0.224996398162292 5.76185373039917, -0.224977349068129 5.76187191528513, -0.224939994950064 5.76183266178109, -0.224959044042239 5.76181447689679))",6CQXQQ6G+P2MJ,0,0
184810,184810,5.76189394,-0.22241437,8.4488,0.6923,"POLYGON ((-0.222426379917337 5.7618798099596, -0.222428870260694 5.76190548373417, -0.222402369912645 5.76190806241174, -0.222399879570537 5.76188238863759, -0.222426379917337 5.7618798099596))",6CQXQQ6H+Q24P,0,0
91261,91261,5.76210995,-0.22554819,99.5014,0.8735,"POLYGON ((-0.225539377478799 5.76204443571565, -0.225609867699804 5.76210224521292, -0.225543726312955 5.76218315083571, -0.22552016493522 5.7621638279909, -0.225535164711348 5.76214547993304, -0.22548823587215 5.76210699327263, -0.225539377478799 5.76204443571565))",6CQXQQ6F+RQW7,0,0
227552,227552,5.76233426,-0.22673149,74.5121,0.8518,"POLYGON ((-0.226678602285675 5.76230612847038, -0.226726739830019 5.76227446782497, -0.226784380126269 5.76236238339124, -0.226736242572236 5.76239404403821, -0.226678602285675 5.76230612847038))",6CQXQQ6F+W8J8,0,0
50511,50511,5.76261291,-0.22681726,60.0695,0.7771,"POLYGON ((-0.226831620110998 5.76256180417779, -0.226868665334221 5.76259998228399, -0.226802891048986 5.76266400718498, -0.226765845830025 5.76262582907472, -0.226831620110998 5.76256180417779))",6CQXQQ7F+27VH,0,0
45048,45048,5.76276499,-0.22450316,238.2475,0.9326,"POLYGON ((-0.224448383611 5.76269107840949, -0.224486069563842 5.76270733531223, -0.224494932430239 5.7626867247037, -0.224598361518267 5.76273134175261, -0.224546213291651 5.76285261252586, -0.224405098239886 5.76279173855101, -0.224448383611 5.76269107840949))",6CQXQQ7G+455H,0,0
146682,146682,5.76301789,-0.21932995,272.4359,0.8984,"POLYGON ((-0.219354324675033 5.76290009642279, -0.219342290523556 5.76292885181409, -0.219415384488244 5.76295953865504, -0.219335302093393 5.76315089402797, -0.219286498972657 5.76313040513682, -0.219304798997204 5.76308667760005, -0.219246992174094 5.7630624087039, -0.219320808709908 5.76288602550354, -0.219354324675033 5.76290009642279))",6CQXQQ7J+673M,0,0
200889,200889,5.76329849,-0.21873083,13.9023,0.8101,"POLYGON ((-0.218715315143378 5.76328038122362, -0.218750473442153 5.76328499722538, -0.218746337691596 5.76331659745197, -0.218711179391209 5.7633119814488, -0.218715315143378 5.76328038122362))",6CQXQQ7J+8G6W,0,0
203054,203054,5.75865115,-0.23077869,14.489,0.671,"POLYGON ((-0.230787586440956 5.75862807461096, -0.230803269711823 5.75865353891262, -0.230769766470386 5.75867423902959, -0.230754083200872 5.75864877472751, -0.230787586440956 5.75862807461096))",6CQXQQ59+FM92,0,0
64207,64207,5.7587069,-0.22935884,7.5394,0.6657,"POLYGON ((-0.229372728569196 5.75869625870058, -0.229368946517901 5.75872122391548, -0.229344950499 5.75871757711137, -0.22934873255104 5.75869261189706, -0.229372728569196 5.75869625870058))",6CQXQQ5C+F7J8,0,0
68465,68465,5.75892942,-0.23303193,23.6615,0.6771,"POLYGON ((-0.233059490063143 5.75889636097839, -0.233025518594855 5.75897200255922, -0.233004370074703 5.75896247427955, -0.233038341543437 5.75888683270158, -0.233059490063143 5.75889636097839))",6CQXQQ58+HQG5,0,0
157296,157296,5.75913614,-0.22899737,27.7862,0.6971,"POLYGON ((-0.229024432410501 5.75911462192062, -0.229008780964077 5.75916880716096, -0.228970315959139 5.75915766114325, -0.228985967407897 5.75910347590556, -0.229024432410501 5.75911462192062))",6CQXQQ5C+MC2C,0,0
134169,134169,5.76343034,-0.22067999,51.5959,0.8367,"POLYGON ((-0.22065963175391 5.76338927066085, -0.220721943763145 5.7634119768301, -0.22070035214438 5.76347141792909, -0.220638040131788 5.76344871175478, -0.22065963175391 5.76338927066085))",6CQXQQ7H+9PG6,0,0
231260,231260,5.76602303,-0.22349889,75.6938,0.9007,"POLYGON ((-0.22350834243276 5.76596567434846, -0.223554992137774 5.76600811026407, -0.223489450156992 5.76608038800134, -0.223442800456102 5.76603795207998, -0.22350834243276 5.76596567434846))",6CQXQQ8G+CJ2R,0,0
168380,168380,5.76628623,-0.21989344,38.8715,0.7863,"POLYGON ((-0.219921472563897 5.76625779924194, -0.219925325918407 5.76631026052388, -0.219865418607601 5.76631467469064, -0.219861565258947 5.7662622134109, -0.219921472563897 5.76625779924194))",6CQXQQ8J+G29F,0,0
126425,126425,5.75118589,-0.22968422,16.2918,0.7348,"POLYGON ((-0.229703526171043 5.75116759257718, -0.22969453923778 5.75121042230168, -0.22966492685823 5.75120418879686, -0.229673913793288 5.75116135907356, -0.229703526171043 5.75116759257718))",6CQXQQ2C+F4GC,0,0
45611,45611,5.75191323,-0.22983437,318.1616,0.9437,"POLYGON ((-0.229837801881188 5.75178882545503, -0.229940117767462 5.75184788692612, -0.22983093781278 5.75203763318621, -0.229728621922848 5.75197857168484, -0.229837801881188 5.75178882545503))",6CQXQQ2C+Q37F,0,0
31688,31688,5.753833,-0.22945748,18.2601,0.7881,"POLYGON ((-0.229481658065544 5.75382034807094, -0.229472317923338 5.75385594045825, -0.229433309636629 5.7538456711329, -0.229442649780322 5.75381007874753, -0.229481658065544 5.75382034807094))",6CQXQQ3C+G6M7,0,0
